"id","label"
"20140603_0003_BCCTC_tg_1_1_11","hơi"
"20140603_0003_BCCTC_tg_1_1_12","mặn"
"20140603_0003_BCCTC_tg_1_1_14","món"
"20140603_0003_BCCTC_tg_1_1_15","cá"
"20140603_0003_BCCTC_tg_1_1_16","sốt"
"20140603_0003_BCCTC_tg_1_1_17","đáng"
"20140603_0003_BCCTC_tg_1_1_18","lẽ"
"20140603_0003_BCCTC_tg_1_1_19","phải"
"20140603_0003_BCCTC_tg_1_1_2","ngày"
"20140603_0003_BCCTC_tg_1_1_20","có"
"20140603_0003_BCCTC_tg_1_1_21","màu"
"20140603_0003_BCCTC_tg_1_1_3","8"
"20140603_0003_BCCTC_tg_1_1_5","3"
"20140603_0003_BCCTC_tg_1_1_7","Món"
"20140603_0003_BCCTC_tg_1_1_8","canh"
"20140603_0003_BCCTC_tg_1_1_9","có"
"20140603_0003_BCCTC_tg_1_2_0","đỏ"
"20140603_0003_BCCTC_tg_1_2_1","sậm"
"20140603_0003_BCCTC_tg_1_2_10","đen"
"20140603_0003_BCCTC_tg_1_2_11","cháy"
"20140603_0003_BCCTC_tg_1_2_13","Nhưng"
"20140603_0003_BCCTC_tg_1_2_14","nhìn"
"20140603_0003_BCCTC_tg_1_2_15","mâm"
"20140603_0003_BCCTC_tg_1_2_16","cơm"
"20140603_0003_BCCTC_tg_1_2_18","mẹ"
"20140603_0003_BCCTC_tg_1_2_19","vẫn"
"20140603_0003_BCCTC_tg_1_2_2","thì"
"20140603_0003_BCCTC_tg_1_2_20","cười"
"20140603_0003_BCCTC_tg_1_2_3","lại"
"20140603_0003_BCCTC_tg_1_2_4","ngả"
"20140603_0003_BCCTC_tg_1_2_5","sang"
"20140603_0003_BCCTC_tg_1_2_6","màu"
"20140603_0003_BCCTC_tg_1_3_0","Bởi"
"20140603_0003_BCCTC_tg_1_3_1","vì"
"20140603_0003_BCCTC_tg_1_3_11","chiến"
"20140603_0003_BCCTC_tg_1_3_12","trường"
"20140603_0003_BCCTC_tg_1_3_14","bếp"
"20140603_0003_BCCTC_tg_1_3_15","núc"
"20140603_0003_BCCTC_tg_1_3_17","nhưng"
"20140603_0003_BCCTC_tg_1_3_18","lại"
"20140603_0003_BCCTC_tg_1_3_19","thành"
"20140603_0003_BCCTC_tg_1_3_2","hai"
"20140603_0003_BCCTC_tg_1_3_20","công"
"20140603_0003_BCCTC_tg_1_3_3","bố"
"20140603_0003_BCCTC_tg_1_3_4","con"
"20140603_0003_BCCTC_tg_1_3_5","không"
"20140603_0003_BCCTC_tg_1_3_6","thể"
"20140603_0003_BCCTC_tg_1_3_7","thành"
"20140603_0003_BCCTC_tg_1_3_8","công"
"20140603_0003_BCCTC_tg_1_3_9","trên"
"20140603_0003_BCCTC_tg_1_4_0","khi"
"20140603_0003_BCCTC_tg_1_4_1","tặng"
"20140603_0003_BCCTC_tg_1_4_11","Một"
"20140603_0003_BCCTC_tg_1_4_12","món"
"20140603_0003_BCCTC_tg_1_4_13","quà"
"20140603_0003_BCCTC_tg_1_4_14","ý"
"20140603_0003_BCCTC_tg_1_4_15","nghĩa"
"20140603_0003_BCCTC_tg_1_4_16","hơn"
"20140603_0003_BCCTC_tg_1_4_17","cả"
"20140603_0003_BCCTC_tg_1_4_18","những"
"20140603_0003_BCCTC_tg_1_4_19","món"
"20140603_0003_BCCTC_tg_1_4_2","mẹ"
"20140603_0003_BCCTC_tg_1_4_4","đoá"
"20140603_0003_BCCTC_tg_1_4_5","hồng"
"20140603_0003_BCCTC_tg_1_4_7","của"
"20140603_0003_BCCTC_tg_1_4_8","tình"
"20140603_0003_BCCTC_tg_1_4_9","yêu"
"20140603_0003_BCCTC_tg_1_5_0","quà"
"20140603_0003_BCCTC_tg_1_5_1","quý"
"20140603_0003_BCCTC_tg_1_5_10","trong"
"20140603_0003_BCCTC_tg_1_5_11","mắt"
"20140603_0003_BCCTC_tg_1_5_12","mẹ"
"20140603_0003_BCCTC_tg_1_5_2","giá"
"20140603_0003_BCCTC_tg_1_5_4","hạnh"
"20140603_0003_BCCTC_tg_1_5_5","phúc"
"20140603_0003_BCCTC_tg_1_5_6","ấy"
"20140603_0003_BCCTC_tg_1_5_7","long"
"20140603_0003_BCCTC_tg_1_5_8","lanh"
"20140603_0003_BCCTC_tg_1_5_9","in"
"20140603_0003_BCCTC_tg_2_0_0","Thành"
"20140603_0003_BCCTC_tg_2_0_1","công"
"20140603_0003_BCCTC_tg_2_0_10","dị"
"20140603_0003_BCCTC_tg_2_0_11","tật"
"20140603_0003_BCCTC_tg_2_0_12","ở"
"20140603_0003_BCCTC_tg_2_0_13","chân"
"20140603_0003_BCCTC_tg_2_0_15","không"
"20140603_0003_BCCTC_tg_2_0_16","bao"
"20140603_0003_BCCTC_tg_2_0_17","giờ"
"20140603_0003_BCCTC_tg_2_0_18","đi"
"20140603_0003_BCCTC_tg_2_0_19","lại"
"20140603_0003_BCCTC_tg_2_0_2","còn"
"20140603_0003_BCCTC_tg_2_0_20","bình"
"20140603_0003_BCCTC_tg_2_0_3","là"
"20140603_0003_BCCTC_tg_2_0_4","hình"
"20140603_0003_BCCTC_tg_2_0_5","ảnh"
"20140603_0003_BCCTC_tg_2_0_6","một"
"20140603_0003_BCCTC_tg_2_0_7","cậu"
"20140603_0003_BCCTC_tg_2_0_8","bé"
"20140603_0003_BCCTC_tg_2_0_9","bị"
"20140603_0003_BCCTC_tg_2_1_0","thường"
"20140603_0003_BCCTC_tg_2_1_1","được"
"20140603_0003_BCCTC_tg_2_1_10","trở"
"20140603_0003_BCCTC_tg_2_1_11","thành"
"20140603_0003_BCCTC_tg_2_1_12","cầu"
"20140603_0003_BCCTC_tg_2_1_13","thủ"
"20140603_0003_BCCTC_tg_2_1_14","bóng"
"20140603_0003_BCCTC_tg_2_1_15","đá"
"20140603_0003_BCCTC_tg_2_1_17","Sau"
"20140603_0003_BCCTC_tg_2_1_18","nỗ"
"20140603_0003_BCCTC_tg_2_1_19","lực"
"20140603_0003_BCCTC_tg_2_1_3","Từ"
"20140603_0003_BCCTC_tg_2_1_4","nhỏ"
"20140603_0003_BCCTC_tg_2_1_5","cậu"
"20140603_0003_BCCTC_tg_2_1_6","đã"
"20140603_0003_BCCTC_tg_2_1_7","nuôi"
"20140603_0003_BCCTC_tg_2_1_8","ước"
"20140603_0003_BCCTC_tg_2_1_9","mơ"
"20140603_0003_BCCTC_tg_2_2_0","khổ"
"20140603_0003_BCCTC_tg_2_2_1","luyện"
"20140603_0003_BCCTC_tg_2_2_10","bị"
"20140603_0003_BCCTC_tg_2_2_11","trong"
"20140603_0003_BCCTC_tg_2_2_12","một"
"20140603_0003_BCCTC_tg_2_2_13","đội"
"20140603_0003_BCCTC_tg_2_2_14","bóng"
"20140603_0003_BCCTC_tg_2_2_15","nhỏ"
"20140603_0003_BCCTC_tg_2_2_17","và"
"20140603_0003_BCCTC_tg_2_2_18","chưa"
"20140603_0003_BCCTC_tg_2_2_19","bao"
"20140603_0003_BCCTC_tg_2_2_3","cậu"
"20140603_0003_BCCTC_tg_2_2_4","bé"
"20140603_0003_BCCTC_tg_2_2_5","trở"
"20140603_0003_BCCTC_tg_2_2_6","thành"
"20140603_0003_BCCTC_tg_2_2_7","cầu"
"20140603_0003_BCCTC_tg_2_2_8","thủ"
"20140603_0003_BCCTC_tg_2_2_9","dự"
"20140603_0003_BCCTC_tg_2_3_0","giờ"
"20140603_0003_BCCTC_tg_2_3_1","được"
"20140603_0003_BCCTC_tg_2_3_10","phải"
"20140603_0003_BCCTC_tg_2_3_11","là"
"20140603_0003_BCCTC_tg_2_3_12","thất"
"20140603_0003_BCCTC_tg_2_3_13","bại"
"20140603_0003_BCCTC_tg_2_3_15","Trái"
"20140603_0003_BCCTC_tg_2_3_16","lại"
"20140603_0003_BCCTC_tg_2_3_18","thành"
"20140603_0003_BCCTC_tg_2_3_19","công"
"20140603_0003_BCCTC_tg_2_3_2","chính"
"20140603_0003_BCCTC_tg_2_3_3","thức"
"20140603_0003_BCCTC_tg_2_3_4","ra"
"20140603_0003_BCCTC_tg_2_3_5","sân"
"20140603_0003_BCCTC_tg_2_3_7","Nhưng"
"20140603_0003_BCCTC_tg_2_3_8","đó"
"20140603_0003_BCCTC_tg_2_3_9","không"
"20140603_0003_BCCTC_tg_2_4_0","đã"
"20140603_0003_BCCTC_tg_2_4_1","nở"
"20140603_0003_BCCTC_tg_2_4_10","bao"
"20140603_0003_BCCTC_tg_2_4_11","nghị"
"20140603_0003_BCCTC_tg_2_4_12","lực"
"20140603_0003_BCCTC_tg_2_4_13","và"
"20140603_0003_BCCTC_tg_2_4_14","quyết"
"20140603_0003_BCCTC_tg_2_4_15","tâm"
"20140603_0003_BCCTC_tg_2_4_17","đã"
"20140603_0003_BCCTC_tg_2_4_18","chiến"
"20140603_0003_BCCTC_tg_2_4_19","thắng"
"20140603_0003_BCCTC_tg_2_4_2","hoa"
"20140603_0003_BCCTC_tg_2_4_3","khi"
"20140603_0003_BCCTC_tg_2_4_4","cậu"
"20140603_0003_BCCTC_tg_2_4_5","bé"
"20140603_0003_BCCTC_tg_2_4_6","năm"
"20140603_0003_BCCTC_tg_2_4_7","xưa"
"20140603_0003_BCCTC_tg_2_4_9","với"
"20140603_0003_BCCTC_tg_2_5_0","hoàn"
"20140603_0003_BCCTC_tg_2_5_1","cảnh"
"20140603_0003_BCCTC_tg_2_5_10","bé"
"20140603_0003_BCCTC_tg_2_5_2","để"
"20140603_0003_BCCTC_tg_2_5_3","theo"
"20140603_0003_BCCTC_tg_2_5_4","đuổi"
"20140603_0003_BCCTC_tg_2_5_5","ước"
"20140603_0003_BCCTC_tg_2_5_6","mơ"
"20140603_0003_BCCTC_tg_2_5_7","từ"
"20140603_0003_BCCTC_tg_2_5_8","ngày"
"20140603_0003_BCCTC_tg_2_5_9","thơ"
"20140603_0003_BCCTC_tg_3_0_0","Thành"
"20140603_0003_BCCTC_tg_3_0_1","công"
"20140603_0003_BCCTC_tg_3_0_2","ấy"
"20140603_0003_BCCTC_tg_3_0_4","liệu"
"20140603_0003_BCCTC_tg_3_0_5","có"
"20140603_0003_BCCTC_tg_3_0_6","mấy"
"20140603_0003_BCCTC_tg_3_0_7","người"
"20140603_0003_BCCTC_tg_3_0_8","đạt"
"20140603_0003_BCCTC_tg_3_0_9","được"
"20140603_0003_BCCTC_tg_3_1_0","Sau"
"20140603_0003_BCCTC_tg_3_1_1","mỗi"
"20140603_0003_BCCTC_tg_3_1_10","sĩ"
"20140603_0003_BCCTC_tg_3_1_11","tử"
"20140603_0003_BCCTC_tg_3_1_13","buồn"
"20140603_0003_BCCTC_tg_3_1_14","rầu"
"20140603_0003_BCCTC_tg_3_1_15","khi"
"20140603_0003_BCCTC_tg_3_1_16","biết"
"20140603_0003_BCCTC_tg_3_1_17","mình"
"20140603_0003_BCCTC_tg_3_1_18","trở"
"20140603_0003_BCCTC_tg_3_1_19","thành"
"20140603_0003_BCCTC_tg_3_1_2","mùa"
"20140603_0003_BCCTC_tg_3_1_21","tử"
"20140603_0003_BCCTC_tg_3_1_3","thi"
"20140603_0003_BCCTC_tg_3_1_4","đại"
"20140603_0003_BCCTC_tg_3_1_5","học"
"20140603_0003_BCCTC_tg_3_1_7","có"
"20140603_0003_BCCTC_tg_3_1_8","bao"
"20140603_0003_BCCTC_tg_3_2_0","sĩ"
"20140603_0003_BCCTC_tg_3_2_11","Nhưng"
"20140603_0003_BCCTC_tg_3_2_12","cao"
"20140603_0003_BCCTC_tg_3_2_13","mà"
"20140603_0003_BCCTC_tg_3_2_14","làm"
"20140603_0003_BCCTC_tg_3_2_15","gì"
"20140603_0003_BCCTC_tg_3_2_16","khi"
"20140603_0003_BCCTC_tg_3_2_17","NV1"
"20140603_0003_BCCTC_tg_3_2_18","lấy"
"20140603_0003_BCCTC_tg_3_2_19","tới"
"20140603_0003_BCCTC_tg_3_2_20","hai"
"20140603_0003_BCCTC_tg_3_2_21","bảy"
"20140603_0003_BCCTC_tg_3_2_3","Hai"
"20140603_0003_BCCTC_tg_3_2_4","bảy"
"20140603_0003_BCCTC_tg_3_2_5","điểm"
"20140603_0003_BCCTC_tg_3_2_7","cao"
"20140603_0003_BCCTC_tg_3_2_8","thật"
"20140603_0003_BCCTC_tg_3_2_9","đấy"
"20140603_0003_BCCTC_tg_3_3_0","phẩy"
"20140603_0003_BCCTC_tg_3_3_1","năm"
"20140603_0003_BCCTC_tg_3_3_10","bại"
"20140603_0003_BCCTC_tg_3_3_12","chỉ"
"20140603_0003_BCCTC_tg_3_3_13","là"
"20140603_0003_BCCTC_tg_3_3_14","khi"
"20140603_0003_BCCTC_tg_3_3_15","thành"
"20140603_0003_BCCTC_tg_3_3_16","công"
"20140603_0003_BCCTC_tg_3_3_18","bị"
"20140603_0003_BCCTC_tg_3_3_20","trì"
"20140603_0003_BCCTC_tg_3_3_22","hoãn"
"20140603_0003_BCCTC_tg_3_3_23","mà"
"20140603_0003_BCCTC_tg_3_3_3","Đó"
"20140603_0003_BCCTC_tg_3_3_4","thật"
"20140603_0003_BCCTC_tg_3_3_5","ra"
"20140603_0003_BCCTC_tg_3_3_6","không"
"20140603_0003_BCCTC_tg_3_3_7","phải"
"20140603_0003_BCCTC_tg_3_3_8","là"
"20140603_0003_BCCTC_tg_3_3_9","thất"
"20140603_0003_BCCTC_tg_3_4_0","thôi"
"20140603_0003_BCCTC_tg_3_4_11","NV3"
"20140603_0003_BCCTC_tg_3_4_13","Quan"
"20140603_0003_BCCTC_tg_3_4_14","trọng"
"20140603_0003_BCCTC_tg_3_4_15","là"
"20140603_0003_BCCTC_tg_3_4_16","họ"
"20140603_0003_BCCTC_tg_3_4_17","đã"
"20140603_0003_BCCTC_tg_3_4_18","nỗ"
"20140603_0003_BCCTC_tg_3_4_19","lực"
"20140603_0003_BCCTC_tg_3_4_2","Cuộc"
"20140603_0003_BCCTC_tg_3_4_20","hết"
"20140603_0003_BCCTC_tg_3_4_21","sức"
"20140603_0003_BCCTC_tg_3_4_22","để"
"20140603_0003_BCCTC_tg_3_4_3","sống"
"20140603_0003_BCCTC_tg_3_4_4","vẫn"
"20140603_0003_BCCTC_tg_3_4_5","chào"
"20140603_0003_BCCTC_tg_3_4_6","đón"
"20140603_0003_BCCTC_tg_3_4_7","họ"
"20140603_0003_BCCTC_tg_3_4_8","với"
"20140603_0003_BCCTC_tg_3_4_9","NV2"
"20140603_0003_BCCTC_tg_3_5_0","khẳng"
"20140603_0003_BCCTC_tg_3_5_1","định"
"20140603_0003_BCCTC_tg_3_5_10","của"
"20140603_0003_BCCTC_tg_3_5_11","các"
"20140603_0003_BCCTC_tg_3_5_12","kỳ"
"20140603_0003_BCCTC_tg_3_5_13","thi"
"20140603_0003_BCCTC_tg_3_5_15","và"
"20140603_0003_BCCTC_tg_3_5_16","cũng"
"20140603_0003_BCCTC_tg_3_5_17","là"
"20140603_0003_BCCTC_tg_3_5_18","bản"
"20140603_0003_BCCTC_tg_3_5_19","chất"
"20140603_0003_BCCTC_tg_3_5_2","mình"
"20140603_0003_BCCTC_tg_3_5_20","của"
"20140603_0003_BCCTC_tg_3_5_4","Đó"
"20140603_0003_BCCTC_tg_3_5_5","là"
"20140603_0003_BCCTC_tg_3_5_6","ý"
"20140603_0003_BCCTC_tg_3_5_7","nghĩa"
"20140603_0003_BCCTC_tg_3_5_8","vẹn"
"20140603_0003_BCCTC_tg_3_5_9","nguyên"
"20140603_0003_BCCTC_tg_3_6_0","thành"
"20140603_0003_BCCTC_tg_3_6_1","công"
"20140603_0003_KQBDVN_tg_0_0_0","KHÁI"
"20140603_0003_KQBDVN_tg_0_0_1","QUÁT"
"20140603_0003_KQBDVN_tg_0_0_2","VỀ"
"20140603_0003_KQBDVN_tg_0_0_3","BIỂN"
"20140603_0003_KQBDVN_tg_0_0_4","ĐẢO"
"20140603_0003_KQBDVN_tg_0_0_5","VIỆT"
"20140603_0003_KQBDVN_tg_0_0_6","NAM"
"20140603_0003_KQBDVN_tg_0_1_0","Nước"
"20140603_0003_KQBDVN_tg_0_1_1","ta"
"20140603_0003_KQBDVN_tg_0_1_10","và"
"20140603_0003_KQBDVN_tg_0_1_11","Nam"
"20140603_0003_KQBDVN_tg_0_1_13","Vùng"
"20140603_0003_KQBDVN_tg_0_1_14","biển"
"20140603_0003_KQBDVN_tg_0_1_15","Việt"
"20140603_0003_KQBDVN_tg_0_1_16","Nam"
"20140603_0003_KQBDVN_tg_0_1_17","là"
"20140603_0003_KQBDVN_tg_0_1_18","một"
"20140603_0003_KQBDVN_tg_0_1_19","phần"
"20140603_0003_KQBDVN_tg_0_1_2","giáp"
"20140603_0003_KQBDVN_tg_0_1_3","với"
"20140603_0003_KQBDVN_tg_0_1_4","biển"
"20140603_0003_KQBDVN_tg_0_1_5","Đông"
"20140603_0003_KQBDVN_tg_0_1_6","ở"
"20140603_0003_KQBDVN_tg_0_1_7","hai"
"20140603_0003_KQBDVN_tg_0_1_8","phía"
"20140603_0003_KQBDVN_tg_0_1_9","Đông"
"20140603_0003_KQBDVN_tg_0_2_0","biển"
"20140603_0003_KQBDVN_tg_0_2_1","Đông"
"20140603_0003_KQBDVN_tg_0_3_0","Bờ"
"20140603_0003_KQBDVN_tg_0_3_1","biển"
"20140603_0003_KQBDVN_tg_0_3_10","Ninh"
"20140603_0003_KQBDVN_tg_0_3_11","đến"
"20140603_0003_KQBDVN_tg_0_3_12","Kiên"
"20140603_0003_KQBDVN_tg_0_3_13","Giang"
"20140603_0003_KQBDVN_tg_0_3_15","Như"
"20140603_0003_KQBDVN_tg_0_3_16","vậy"
"20140603_0003_KQBDVN_tg_0_3_17","cứ"
"20140603_0003_KQBDVN_tg_0_3_18","100"
"20140603_0003_KQBDVN_tg_0_3_19","km2"
"20140603_0003_KQBDVN_tg_0_3_2","dài"
"20140603_0003_KQBDVN_tg_0_3_20","thì"
"20140603_0003_KQBDVN_tg_0_3_3","3"
"20140603_0003_KQBDVN_tg_0_3_5","260"
"20140603_0003_KQBDVN_tg_0_3_6","km"
"20140603_0003_KQBDVN_tg_0_3_8","từ"
"20140603_0003_KQBDVN_tg_0_3_9","Quảng"
"20140603_0003_KQBDVN_tg_0_4_0","có"
"20140603_0003_KQBDVN_tg_0_4_1","1"
"20140603_0003_KQBDVN_tg_0_4_10","giới"
"20140603_0003_KQBDVN_tg_0_4_11","là"
"20140603_0003_KQBDVN_tg_0_4_12","600"
"20140603_0003_KQBDVN_tg_0_4_13","km2"
"20140603_0003_KQBDVN_tg_0_4_14","đất"
"20140603_0003_KQBDVN_tg_0_4_15","liền"
"20140603_0003_KQBDVN_tg_0_4_17","1"
"20140603_0003_KQBDVN_tg_0_4_18","km"
"20140603_0003_KQBDVN_tg_0_4_19","bờ"
"20140603_0003_KQBDVN_tg_0_4_2","km"
"20140603_0003_KQBDVN_tg_0_4_20","biển"
"20140603_0003_KQBDVN_tg_0_4_3","bờ"
"20140603_0003_KQBDVN_tg_0_4_4","biển"
"20140603_0003_KQBDVN_tg_0_4_6","trung"
"20140603_0003_KQBDVN_tg_0_4_7","bình"
"20140603_0003_KQBDVN_tg_0_4_8","của"
"20140603_0003_KQBDVN_tg_0_4_9","thế"
"20140603_0003_KQBDVN_tg_0_5_0","Biển"
"20140603_0003_KQBDVN_tg_0_5_1","có"
"20140603_0003_KQBDVN_tg_0_5_10","đặc"
"20140603_0003_KQBDVN_tg_0_5_11","quyền"
"20140603_0003_KQBDVN_tg_0_5_12","kinh"
"20140603_0003_KQBDVN_tg_0_5_13","tế"
"20140603_0003_KQBDVN_tg_0_5_14","và"
"20140603_0003_KQBDVN_tg_0_5_15","thềm"
"20140603_0003_KQBDVN_tg_0_5_16","lục"
"20140603_0003_KQBDVN_tg_0_5_17","địa"
"20140603_0003_KQBDVN_tg_0_5_18","với"
"20140603_0003_KQBDVN_tg_0_5_19","diện"
"20140603_0003_KQBDVN_tg_0_5_2","vùng"
"20140603_0003_KQBDVN_tg_0_5_3","nội"
"20140603_0003_KQBDVN_tg_0_5_4","thủy"
"20140603_0003_KQBDVN_tg_0_5_6","lãnh"
"20140603_0003_KQBDVN_tg_0_5_7","hải"
"20140603_0003_KQBDVN_tg_0_5_9","vùng"
"20140603_0003_KQBDVN_tg_0_6_0","tích"
"20140603_0003_KQBDVN_tg_0_6_1","trên"
"20140603_0003_KQBDVN_tg_0_6_10","đất"
"20140603_0003_KQBDVN_tg_0_6_11","liền"
"20140603_0003_KQBDVN_tg_0_6_13","1"
"20140603_0003_KQBDVN_tg_0_6_14","triệu"
"20140603_0003_KQBDVN_tg_0_6_15","km2"
"20140603_0003_KQBDVN_tg_0_6_17","330"
"20140603_0003_KQBDVN_tg_0_6_19","000"
"20140603_0003_KQBDVN_tg_0_6_2","1"
"20140603_0003_KQBDVN_tg_0_6_20","km2"
"20140603_0003_KQBDVN_tg_0_6_3","triệu"
"20140603_0003_KQBDVN_tg_0_6_4","km2"
"20140603_0003_KQBDVN_tg_0_6_6","gấp"
"20140603_0003_KQBDVN_tg_0_6_7","3"
"20140603_0003_KQBDVN_tg_0_6_8","diện"
